cardRef,state,brandCode,holderNameRaw,balanceTxt,currencyCode,internationalFlag,expiryTxt,cvvTxt,pinTxt,maxDailyTxTxt,maxTxAmountTxt,issuingCountryCode,notesRaw,providerCode,providerFeePctTxt,providerDailyLimitTxt,providerPriorityTxt,providerState,providerCountry,txKind,txAmountTxt,txRequestRef
VC-19420,B,01,USER 19420,"8002,06",EUR,Y,04/30,881,3397,23,"4588,51",PT,Legacy note 19420,SQUARE,4.67,3875,2,A,USA,C,"5484,74",cff23da2-dd70-4530-b609-80e247d7e759
VC-19421,A,02,USER 19421,"6924,04",EUR,Y,01/26,771,8585,48,"1800,81",PT,Legacy note 19421,SQUARE,3.76,15696,4,B,Portugal,P,"2943,92",e81841c3-39c7-4b35-9362-dc8760e90a8c
VC-19422,B,05,USER 19422,"1068,69",BRL,N,09/28,864,2223,27,"170,31",PT,Legacy note 19422,SQUARE,2.58,12300,3,A,USA,P,"3036,13",f41f84fd-92ec-4b1c-86ea-633d671db94b
VC-19423,A,04,USER 19423,"5859,87",USD,N,07/26,171,3312,5,"634,10",ES,Legacy note 19423,PAYPAL,3.87,3909,3,B,Brazil,P,"5447,29",ca7a5d0e-5556-4748-bbda-c17504a0e83c
VC-19424,B,04,USER 19424,"4539,97",BRL,N,01/25,835,6059,12,"1640,43",FR,Legacy note 19424,SQUARE,4.78,13298,1,A,Portugal,C,"3550,17",79cfb206-5eea-4c21-85f0-1cdcab9b794a
VC-19425,B,05,USER 19425,"7832,11",EUR,N,01/30,507,3242,32,"1020,15",US,Legacy note 19425,ADYEN,1.84,11560,5,A,Portugal,T,"3619,79",9d056952-2c4f-4d4d-871f-5b96881a53a4
VC-19426,B,04,USER 19426,"2813,11",EUR,N,10/34,146,5093,11,"4615,04",FR,Legacy note 19426,ADYEN,3.58,11991,3,A,Spain,T,"5347,10",e4298eed-7bc1-46c9-af95-ac2b307a1735
VC-19427,B,04,USER 19427,"6117,42",USD,Y,07/29,326,9237,8,"3735,22",BR,Legacy note 19427,ADYEN,4.43,7828,4,B,Brazil,P,"4768,84",1aa7038a-4e24-4a3a-8462-8f971748723f
VC-19428,B,02,USER 19428,"837,69",USD,Y,07/32,225,3043,27,"1298,97",ES,Legacy note 19428,PAYPAL,0.57,19005,2,A,Brazil,T,"3840,34",d5fd3135-ee31-459b-9046-fa871be79ba3
VC-19429,A,02,USER 19429,"4780,06",USD,N,04/35,626,8311,18,"1843,45",US,Legacy note 19429,ADYEN,0.57,11820,3,A,France,C,"8558,96",4f78c305-8697-44c3-b89f-127d50a3e1ba
VC-19430,A,01,USER 19430,"3596,87",USD,N,01/32,902,3566,35,"249,26",US,Legacy note 19430,ADYEN,1.44,10114,5,B,France,P,"7084,13",a6b220e6-9ca0-42c9-a405-14ee3a6a21ce
VC-19431,B,04,USER 19431,"1086,86",USD,Y,10/34,604,9891,12,"1491,11",FR,Legacy note 19431,PAYPAL,3.91,15180,1,B,Spain,P,"1530,21",3fcf630c-1865-4b87-a073-5baae4fa7629
VC-19432,B,03,USER 19432,"894,53",BRL,N,10/34,482,2507,7,"1764,12",ES,Legacy note 19432,ADYEN,0.94,8452,3,B,USA,P,"8157,14",4d1fa4f9-7d41-4209-b598-db0f496a4aef
VC-19433,A,04,USER 19433,"2036,94",EUR,N,11/26,134,1984,1,"4617,53",PT,Legacy note 19433,SQUARE,0.50,4317,5,A,USA,P,"8924,02",89138810-072d-4270-8bdf-48f287e29960
VC-19434,B,02,USER 19434,"8765,73",BRL,Y,12/34,195,6833,50,"4666,98",BR,Legacy note 19434,STRIPE,2.66,19720,4,A,Brazil,C,"8179,67",a27f5f29-272f-4c8e-abbc-0eb2ad2c5d83
VC-19435,B,03,USER 19435,"190,76",USD,N,06/26,897,1524,46,"2602,27",US,Legacy note 19435,ADYEN,4.43,9509,4,B,Brazil,C,"7744,00",7f706d41-ccb5-45a0-af36-a74b0b4b5639
VC-19436,A,05,USER 19436,"4175,87",EUR,Y,10/31,478,7885,3,"3130,83",FR,Legacy note 19436,PAYPAL,0.77,2859,5,A,USA,P,"2520,90",8a7e12d4-006a-4355-8e64-5269007190b2
VC-19437,B,02,USER 19437,"2181,46",EUR,N,01/30,819,5719,6,"4561,32",US,Legacy note 19437,PAYPAL,2.84,10730,1,A,Brazil,C,"938,59",00c698e7-2ed3-4dc6-9edb-d69e94f9d0b8
VC-19438,B,02,USER 19438,"1648,56",EUR,N,01/35,474,1504,17,"3817,35",US,Legacy note 19438,SQUARE,4.67,2563,4,B,France,C,"2953,58",a0f9e9ec-f14f-4bbf-945d-9d454995fb93
VC-19439,B,03,USER 19439,"5352,32",BRL,N,01/31,406,8710,31,"2278,87",BR,Legacy note 19439,ADYEN,2.29,14078,1,A,Brazil,T,"9301,32",aa59edc2-e048-4b2f-9514-9083a454c5ea
VC-19440,B,03,USER 19440,"5021,70",EUR,Y,04/32,746,9156,49,"1612,55",ES,Legacy note 19440,ADYEN,4.48,17630,5,B,France,C,"1002,56",6cde57a7-307b-4616-915e-95a7234f3089
VC-19441,B,02,USER 19441,"3953,33",BRL,Y,07/34,720,4919,49,"1807,23",US,Legacy note 19441,ADYEN,2.11,6355,3,A,France,P,"9811,90",d49608ad-31c6-43eb-853e-8e5220c105c8
VC-19442,B,02,USER 19442,"5905,06",BRL,Y,12/35,900,4689,1,"2375,74",ES,Legacy note 19442,SQUARE,2.42,4690,2,A,Portugal,P,"5908,82",16e0fabd-d70c-4aae-a271-873ba6d5ceb5
VC-19443,A,03,USER 19443,"3910,09",USD,N,08/34,183,4858,36,"1917,48",US,Legacy note 19443,ADYEN,4.94,12370,3,A,France,T,"2889,53",903bbd32-c73c-4fd3-991b-dd7f9e7e4bba
VC-19444,A,01,USER 19444,"4907,45",EUR,Y,12/29,838,7681,13,"4702,98",ES,Legacy note 19444,PAYPAL,3.27,1797,3,B,Brazil,P,"2726,04",8d12b3bc-fb3c-4a53-bbe9-d32f71915429
VC-19445,A,03,USER 19445,"3609,90",BRL,N,10/28,422,8332,1,"1684,85",FR,Legacy note 19445,ADYEN,4.08,17405,4,B,France,C,"1670,12",5f67c142-d473-49be-b632-625585160a05
VC-19446,B,03,USER 19446,"3765,23",USD,N,11/34,810,5397,7,"831,88",PT,Legacy note 19446,PAYPAL,3.47,14762,3,A,USA,C,"3691,57",de05ead3-25b3-4c5b-9b0b-cbdbf367c959
VC-19447,B,02,USER 19447,"7012,61",BRL,Y,07/29,207,6540,8,"1396,10",BR,Legacy note 19447,PAYPAL,3.43,1046,2,A,Spain,T,"2396,08",624d654e-80ca-48a2-8f31-3c5d3a71039c
VC-19448,B,04,USER 19448,"8628,00",EUR,N,04/26,480,4063,40,"1332,79",FR,Legacy note 19448,ADYEN,3.59,1177,4,B,USA,C,"3673,26",124415af-d485-478e-b14e-360e4586677a
VC-19449,A,03,USER 19449,"6512,00",USD,N,08/32,957,9948,32,"2888,30",US,Legacy note 19449,PAYPAL,3.23,16859,2,A,Spain,P,"28,18",e70cd57c-79b5-4132-9260-8832d8ead123
VC-19450,B,01,USER 19450,"684,49",BRL,N,05/33,968,3675,12,"1461,23",BR,Legacy note 19450,ADYEN,0.80,5840,3,B,France,T,"1261,67",d4fa84e2-6427-4b8c-84fd-89a769b5ad28
VC-19451,A,01,USER 19451,"8899,48",EUR,Y,02/31,816,6618,37,"1416,69",FR,Legacy note 19451,SQUARE,0.87,14754,1,A,USA,C,"7467,98",c82a637d-3d86-4f72-9a2d-fd77dc0d5057
VC-19452,B,04,USER 19452,"5250,83",EUR,Y,05/30,783,3175,24,"1376,59",US,Legacy note 19452,STRIPE,1.23,19527,1,A,France,C,"8908,44",a7e5393d-8fde-4382-a0ba-364b6eaf1dc8
VC-19453,B,05,USER 19453,"8435,05",BRL,Y,03/28,294,6179,24,"2057,60",US,Legacy note 19453,PAYPAL,1.38,19007,2,A,France,P,"5704,14",791f00e3-e53c-476e-9824-1d04fec4c84b
VC-19454,B,01,USER 19454,"2921,99",USD,N,08/28,522,4477,6,"3431,10",US,Legacy note 19454,PAYPAL,4.88,17239,2,A,USA,P,"8355,09",5604ecff-6b49-4298-bac9-d693c2cc661f
VC-19455,A,03,USER 19455,"2513,03",BRL,N,02/26,316,6452,10,"3664,96",PT,Legacy note 19455,ADYEN,4.37,19307,4,B,Portugal,C,"2978,21",b4213501-873c-4a7c-9e63-0fa4463f5401
VC-19456,A,01,USER 19456,"6733,73",BRL,Y,09/34,824,8290,19,"1968,33",PT,Legacy note 19456,STRIPE,3.85,9579,2,B,USA,C,"3957,35",336a9653-64a8-4a9c-99ba-d84909ec57b4
VC-19457,B,05,USER 19457,"353,55",BRL,N,10/31,698,8670,46,"1949,65",BR,Legacy note 19457,SQUARE,0.98,16567,3,B,Portugal,T,"6151,32",920c240a-f166-45ab-ad97-3c744ca0240f
VC-19458,B,05,USER 19458,"2711,63",BRL,N,08/31,762,6512,5,"2891,95",BR,Legacy note 19458,ADYEN,1.16,5158,4,A,USA,P,"5455,64",5a9cb934-dcc9-4c3a-ae4e-7562e65cedc5
VC-19459,B,04,USER 19459,"6348,68",USD,N,05/28,267,9124,46,"340,56",FR,Legacy note 19459,PAYPAL,4.15,9976,1,A,Spain,T,"9591,85",b1bac505-83e4-42ab-9219-d974eb0bc793
VC-19460,B,02,USER 19460,"8311,01",EUR,N,07/25,475,6100,17,"949,67",ES,Legacy note 19460,ADYEN,2.76,14678,4,A,Portugal,P,"2110,60",84f118b2-5910-44bb-a16f-c487452fe1e5
VC-19461,A,05,USER 19461,"6473,31",BRL,N,12/26,181,1744,22,"2961,33",US,Legacy note 19461,STRIPE,2.39,9577,4,B,USA,P,"3332,46",631969e3-5695-4aa4-bafa-0434b0e9596a
VC-19462,A,01,USER 19462,"1992,51",USD,Y,10/29,499,6522,13,"4082,12",PT,Legacy note 19462,PAYPAL,3.89,11689,1,A,France,C,"1443,81",97c3eab3-c513-4096-9784-f54bc8fea928
VC-19463,A,03,USER 19463,"1075,57",EUR,Y,05/28,919,8598,4,"3477,48",US,Legacy note 19463,PAYPAL,4.68,12024,5,B,USA,P,"8179,80",ce70292d-a4c6-4f43-af6e-d83437d81fe6
VC-19464,B,04,USER 19464,"7424,72",EUR,N,05/26,296,2889,10,"892,22",BR,Legacy note 19464,SQUARE,0.90,10923,3,A,Brazil,T,"4367,87",bec653a9-68e8-472b-843d-b7a69a661a1d
VC-19465,B,01,USER 19465,"5007,39",EUR,N,07/33,523,1736,23,"3098,40",BR,Legacy note 19465,STRIPE,4.69,5806,1,A,Brazil,T,"352,52",dcd008a1-7231-4b4f-83d8-ff52a6174b99
VC-19466,B,03,USER 19466,"7679,83",BRL,N,06/27,766,3983,50,"2134,86",BR,Legacy note 19466,SQUARE,0.77,8927,5,B,Brazil,P,"5194,46",838e5faa-2198-4772-830c-2e6f23235033
VC-19467,A,01,USER 19467,"2341,05",EUR,Y,03/27,286,7209,15,"1989,57",BR,Legacy note 19467,STRIPE,4.50,14036,4,B,Spain,P,"2781,57",0e95564b-9df6-415a-bf1e-0e48c540260c
VC-19468,B,01,USER 19468,"6260,00",USD,Y,04/34,145,7833,3,"4451,13",BR,Legacy note 19468,PAYPAL,0.74,11519,3,B,Brazil,C,"8373,30",347609c8-409d-43c4-8016-00b7f1a0a228
VC-19469,A,02,USER 19469,"8997,61",EUR,N,02/25,181,8943,23,"2939,79",PT,Legacy note 19469,STRIPE,2.66,3548,1,A,USA,C,"1536,95",908277e3-0ec4-45a9-a7ab-2e2fc5c883d6
VC-19470,A,04,USER 19470,"5358,26",USD,N,01/34,635,4906,19,"2638,44",ES,Legacy note 19470,ADYEN,1.16,12635,4,B,Portugal,P,"345,51",42b355eb-ebad-4558-8f60-6fbe0d4785e0
VC-19471,B,05,USER 19471,"5354,18",USD,N,03/34,297,9762,47,"773,48",ES,Legacy note 19471,STRIPE,4.39,4078,3,A,France,T,"6089,21",f77d66c8-418d-4f2d-a448-64cfd4c0dcd5
VC-19472,A,01,USER 19472,"4255,20",EUR,N,08/25,704,2051,50,"3964,39",BR,Legacy note 19472,PAYPAL,1.22,4291,2,B,Spain,T,"6262,99",a6974992-449a-4885-a853-e5c226644c83
VC-19473,B,05,USER 19473,"9988,70",BRL,N,08/31,207,5517,27,"3484,20",BR,Legacy note 19473,PAYPAL,1.29,14450,5,B,USA,C,"6543,47",93119920-c9f7-42c0-b22f-10cb4daede0c
VC-19474,B,01,USER 19474,"9067,19",EUR,Y,10/35,332,6488,36,"2739,72",PT,Legacy note 19474,STRIPE,4.03,14900,3,A,USA,C,"4901,97",30d79523-be78-48b9-b660-827732823d14
VC-19475,A,05,USER 19475,"5069,73",BRL,Y,06/26,397,6004,9,"4904,50",US,Legacy note 19475,PAYPAL,0.90,6327,5,B,France,C,"9946,91",128826ef-6276-4e03-bc70-ba7ba92f07e8
VC-19476,B,05,USER 19476,"19,99",EUR,Y,02/31,807,5345,10,"4578,25",US,Legacy note 19476,PAYPAL,1.72,14492,4,A,France,T,"9571,75",97d62538-7e29-4bc7-a9f6-818b311a1020
VC-19477,A,03,USER 19477,"410,34",EUR,Y,10/34,871,6747,38,"2527,81",US,Legacy note 19477,PAYPAL,1.94,7418,4,B,Portugal,T,"8248,91",c0d805ae-da00-463b-9daf-e1a94247a194
VC-19478,B,01,USER 19478,"4724,43",EUR,N,07/32,723,7796,7,"271,29",ES,Legacy note 19478,STRIPE,2.16,2864,3,B,Spain,T,"8940,01",6adf768a-47a0-4636-a7f2-92885291da90
VC-19479,B,02,USER 19479,"8875,35",BRL,N,08/27,351,9850,24,"4734,90",BR,Legacy note 19479,ADYEN,4.44,14884,1,A,Spain,P,"4074,67",f65b103a-750a-47b4-a537-cb93f38b4bcd
VC-19480,B,03,USER 19480,"5728,26",USD,N,10/26,483,4670,48,"3986,09",US,Legacy note 19480,STRIPE,3.10,1394,5,A,France,T,"6097,31",367a2c9c-59be-43b5-94f1-a15072b5e211
VC-19481,B,01,USER 19481,"1758,42",USD,N,10/27,971,7113,10,"404,71",US,Legacy note 19481,SQUARE,1.85,6588,5,B,Portugal,P,"316,54",c2fda8d7-32fe-44aa-a3a1-af76f85537d9
VC-19482,B,02,USER 19482,"7409,70",EUR,N,11/29,850,3166,36,"1770,32",FR,Legacy note 19482,ADYEN,1.86,13999,2,B,Brazil,P,"6553,74",9a8021b1-5a6e-4cda-811a-0e20f18d8123
VC-19483,A,02,USER 19483,"1543,47",BRL,Y,05/32,374,8310,35,"2070,14",ES,Legacy note 19483,PAYPAL,3.45,5596,2,A,France,C,"7524,19",1d9b7419-511d-473d-a77f-ade2a36392fb
VC-19484,B,05,USER 19484,"2697,46",EUR,Y,03/26,482,2747,7,"2144,10",PT,Legacy note 19484,ADYEN,4.58,3060,5,A,Spain,P,"685,31",e5b7d699-3dcb-4e30-9dc3-915f8a311b0d
VC-19485,B,04,USER 19485,"4146,11",BRL,N,06/34,529,1573,35,"4227,85",PT,Legacy note 19485,PAYPAL,1.81,16596,3,B,Spain,T,"6077,85",f65cdd16-6d5a-4fc2-bc10-c8dd3875c185
VC-19486,B,02,USER 19486,"1899,00",USD,Y,11/31,333,7039,35,"4864,26",FR,Legacy note 19486,PAYPAL,4.93,17167,2,A,France,T,"8060,76",00f34632-e46e-4eda-bc16-19e7b25fe0aa
VC-19487,A,05,USER 19487,"1768,51",USD,N,04/25,795,8937,21,"1335,91",PT,Legacy note 19487,PAYPAL,4.39,11920,5,B,Brazil,P,"5900,19",08cde45c-a463-4118-94f7-8f9246525318
VC-19488,A,03,USER 19488,"1775,48",USD,N,03/29,313,5333,34,"2249,57",FR,Legacy note 19488,PAYPAL,1.35,5437,2,A,Portugal,T,"4502,16",9952d042-2455-4d62-b53c-df8198e13310
VC-19489,A,04,USER 19489,"8021,77",BRL,Y,09/28,646,1244,46,"3817,65",PT,Legacy note 19489,SQUARE,1.23,13077,4,A,USA,C,"2491,14",85a8e4fc-fe59-469d-a823-cd11be2563f6
VC-19490,A,03,USER 19490,"3101,25",USD,N,01/29,753,1975,41,"1254,20",ES,Legacy note 19490,STRIPE,1.09,5708,4,B,Spain,C,"3876,44",29f2d776-68e2-4284-9206-7429e90e88f2
VC-19491,A,03,USER 19491,"3546,63",EUR,Y,11/33,616,1707,43,"3604,49",BR,Legacy note 19491,PAYPAL,1.15,4973,2,A,Brazil,C,"2666,99",88988bc9-8d2c-420a-a6fb-3ef3bbf74775
VC-19492,B,05,USER 19492,"9821,43",EUR,N,01/25,587,5855,16,"250,65",BR,Legacy note 19492,SQUARE,4.46,10821,2,B,Brazil,C,"4404,62",89a93049-43ea-4b96-9bab-a7166e07bc63
VC-19493,B,04,USER 19493,"8562,65",BRL,Y,01/34,686,8684,5,"3635,70",BR,Legacy note 19493,PAYPAL,1.00,6239,5,B,USA,T,"7176,72",1447dd09-4dbd-4a49-9017-4bbd05e2a49c
VC-19494,A,02,USER 19494,"1722,33",BRL,N,12/33,281,8090,43,"4498,16",ES,Legacy note 19494,PAYPAL,3.84,10979,5,A,France,C,"4270,16",b05b0996-af63-4bb0-b033-f817a5b5deb8
VC-19495,B,05,USER 19495,"1683,46",BRL,N,08/32,122,2418,11,"3426,66",US,Legacy note 19495,PAYPAL,3.26,13829,4,B,Brazil,C,"1072,51",5ff0b16e-871d-4707-8b2b-f1c75bc4c0da
VC-19496,A,01,USER 19496,"5573,04",USD,Y,01/31,186,9135,15,"796,63",US,Legacy note 19496,SQUARE,4.42,17867,5,B,Spain,C,"6329,02",9f6df7e6-260c-450e-a2a5-0a33a13897dc
VC-19497,B,05,USER 19497,"4635,32",BRL,N,08/34,719,8419,48,"1263,91",ES,Legacy note 19497,SQUARE,4.25,17195,4,A,Portugal,T,"6485,14",d47df14f-087e-4519-b909-1be4158369d3
VC-19498,A,05,USER 19498,"1685,34",EUR,Y,11/34,670,7701,11,"546,21",PT,Legacy note 19498,SQUARE,2.48,3904,3,A,Brazil,C,"6556,04",d40c0cac-6e6e-432f-b8b5-562b740c22ab
VC-19499,B,02,USER 19499,"8596,22",USD,Y,12/34,592,7742,47,"1932,08",PT,Legacy note 19499,ADYEN,3.25,11009,4,A,USA,T,"9175,66",56d22551-5523-46da-bc2d-4344b2b9e1c6
VC-19500,A,05,USER 19500,"5412,17",USD,N,11/25,456,9414,4,"3713,89",BR,Legacy note 19500,STRIPE,2.05,7655,2,B,France,P,"2108,63",c0067c63-75b2-4386-895d-26e4abeb4470
VC-19501,A,03,USER 19501,"2681,91",BRL,Y,11/28,128,2627,30,"734,44",ES,Legacy note 19501,PAYPAL,0.92,1772,5,B,France,T,"131,44",191eda5f-04aa-401e-8d7e-38728496136c
VC-19502,B,03,USER 19502,"8411,17",USD,Y,10/27,232,8775,19,"1563,43",FR,Legacy note 19502,STRIPE,3.78,10889,3,B,USA,C,"1180,47",108a27d3-79b8-47ce-866e-7c804bf3f0a8
VC-19503,A,01,USER 19503,"8720,77",EUR,Y,02/35,560,6790,20,"3136,72",FR,Legacy note 19503,PAYPAL,1.15,8180,2,A,Spain,C,"1522,15",19fc7ee5-c18d-4249-b96a-263ee040a62f
VC-19504,B,04,USER 19504,"7050,22",EUR,Y,02/25,867,2973,1,"2452,07",PT,Legacy note 19504,ADYEN,0.69,2606,2,A,USA,P,"4073,53",54f52793-b395-414f-b25d-9a67863887c1
VC-19505,B,02,USER 19505,"3616,16",EUR,Y,09/35,499,8324,9,"3291,73",PT,Legacy note 19505,STRIPE,3.57,11194,2,B,Brazil,C,"1830,98",e483ac5a-e5a6-4b01-9c9b-457f08a7fbe7
VC-19506,A,01,USER 19506,"6130,28",BRL,N,03/25,706,8325,14,"233,19",ES,Legacy note 19506,STRIPE,1.61,8351,3,B,USA,T,"5472,86",b9584173-9407-4b3a-8484-de60693c4ba2
VC-19507,B,02,USER 19507,"5586,52",BRL,Y,04/25,768,8201,19,"3895,82",BR,Legacy note 19507,SQUARE,4.10,11172,1,A,USA,C,"4318,98",5403c0c5-aa7b-4286-a396-2a1391989a2d
VC-19508,B,05,USER 19508,"6028,01",EUR,Y,09/31,738,9094,10,"1041,10",ES,Legacy note 19508,SQUARE,2.17,7155,1,B,USA,T,"3990,47",af8698c7-1206-4d83-a561-d05e47c215df
VC-19509,A,03,USER 19509,"6487,38",BRL,Y,06/29,690,1882,27,"1271,11",PT,Legacy note 19509,PAYPAL,1.63,4126,1,A,USA,T,"5696,54",0d2eb318-502d-4b1b-a786-7cc4c8956d88
VC-19510,B,01,USER 19510,"9243,64",EUR,Y,08/32,852,3157,50,"2966,98",PT,Legacy note 19510,PAYPAL,0.89,2535,2,B,France,P,"1539,76",aefdb255-0e9b-48aa-8ca6-4bba817bb41a
VC-19511,A,02,USER 19511,"5452,66",EUR,Y,08/33,587,9725,26,"2463,18",BR,Legacy note 19511,ADYEN,1.24,14540,5,B,France,P,"1212,62",e882e74e-a663-4946-b414-062ffd0979b6
VC-19512,A,01,USER 19512,"1256,99",BRL,Y,06/29,763,9395,48,"428,66",FR,Legacy note 19512,SQUARE,4.33,14804,4,B,Portugal,T,"3725,61",36bd9e19-1dd9-4cef-8b88-fdba7f290798
VC-19513,A,05,USER 19513,"2282,95",USD,N,08/25,338,4295,21,"1322,05",PT,Legacy note 19513,ADYEN,0.54,9457,2,A,France,P,"9178,86",2fe6ef37-9fa1-4549-85b5-85aedbf80d50
VC-19514,A,02,USER 19514,"3832,45",BRL,Y,07/27,454,7540,12,"4691,86",PT,Legacy note 19514,SQUARE,3.85,16345,1,A,USA,T,"5972,79",cbaae127-7135-4d48-ba20-26c74b3f0dcb
VC-19515,B,01,USER 19515,"305,74",EUR,Y,03/28,515,5562,36,"1462,56",FR,Legacy note 19515,ADYEN,1.45,9353,3,B,Brazil,P,"4708,97",4d59a42a-d4b1-4abf-a0ec-5a41fab143e3
VC-19516,B,03,USER 19516,"1788,54",EUR,N,08/34,369,3631,14,"4258,06",US,Legacy note 19516,PAYPAL,1.62,5393,5,A,Portugal,P,"7915,74",ea5374e8-176a-4ca9-a952-25ba8ee4c50c
VC-19517,A,01,USER 19517,"8407,28",EUR,N,06/28,310,5413,47,"2022,30",BR,Legacy note 19517,ADYEN,3.96,11643,1,A,Spain,T,"5642,54",fbd57e24-c11a-442f-b167-b7c64875cf75
VC-19518,B,01,USER 19518,"5105,13",USD,N,02/30,378,6707,41,"202,25",PT,Legacy note 19518,PAYPAL,1.58,1451,3,A,Portugal,C,"4676,61",8264a418-f1f8-4ce4-9d68-90a71fadf19b
VC-19519,A,05,USER 19519,"8110,15",EUR,Y,09/34,995,6918,16,"1684,18",PT,Legacy note 19519,ADYEN,3.99,1424,3,B,Brazil,T,"6474,16",c1ab57b4-ea6c-4864-b343-b8ba6295c720
VC-19520,B,04,USER 19520,"1910,69",USD,N,07/35,978,5276,15,"1989,03",BR,Legacy note 19520,SQUARE,4.54,15520,3,A,France,C,"424,31",10018d06-cdac-4929-9d0f-de0b06423a5c
VC-19521,B,05,USER 19521,"475,20",USD,N,02/28,732,4031,5,"2145,18",FR,Legacy note 19521,STRIPE,3.09,5046,3,B,Spain,T,"9840,94",f9b336f0-5bb7-4e73-b990-e4239c3162da
VC-19522,A,03,USER 19522,"9523,87",BRL,Y,12/34,292,5909,26,"4729,49",FR,Legacy note 19522,SQUARE,4.64,3962,4,A,Brazil,C,"4998,06",5412caec-bac6-4dc9-92ab-8f753f478c41
VC-19523,B,01,USER 19523,"8811,77",BRL,Y,09/29,948,4795,40,"1674,97",FR,Legacy note 19523,ADYEN,3.65,8511,3,A,Portugal,C,"2524,66",83ac615d-fafe-4023-8af1-11215b7b2ab5
VC-19524,A,04,USER 19524,"9411,58",BRL,N,11/35,621,9036,40,"3415,54",FR,Legacy note 19524,ADYEN,0.83,7346,5,A,Spain,C,"6542,72",e1fb6e70-f774-4afa-8f00-3ef320418809
VC-19525,A,02,USER 19525,"5972,87",BRL,Y,09/35,879,6185,21,"4790,03",PT,Legacy note 19525,SQUARE,0.82,19160,3,A,France,C,"860,62",4b4eeebb-d97c-4081-81a7-c9254197fdf1
VC-19526,B,05,USER 19526,"7623,31",EUR,Y,02/33,482,8335,38,"1254,41",BR,Legacy note 19526,PAYPAL,3.24,6846,3,A,Portugal,T,"659,12",d76a741b-46db-4b3a-a34d-a0176c0b8cb2
VC-19527,B,04,USER 19527,"3129,42",EUR,Y,02/26,843,6416,31,"4096,22",ES,Legacy note 19527,PAYPAL,1.12,11473,2,B,Spain,P,"4533,93",bf6c8b54-3f0a-44d3-a666-127ccd068cd0
VC-19528,B,01,USER 19528,"2665,68",USD,Y,04/26,961,9690,37,"2733,07",BR,Legacy note 19528,PAYPAL,4.64,1394,3,A,France,T,"3880,47",8dc5e2d8-dc8d-4beb-bde6-14d80eec6d8c
VC-19529,A,01,USER 19529,"4835,99",EUR,Y,11/25,519,3345,37,"202,08",ES,Legacy note 19529,ADYEN,0.87,10597,3,A,Portugal,C,"129,60",5d75735b-0ebc-444d-8680-3c74623cb8c8
VC-19530,B,01,USER 19530,"6782,51",EUR,N,06/26,288,3939,29,"3337,84",PT,Legacy note 19530,PAYPAL,4.60,9830,4,B,Brazil,P,"1956,45",56c339a9-0f55-40c8-882d-2d58d83d52b6
VC-19531,A,05,USER 19531,"4530,55",USD,N,07/33,913,9961,22,"1720,42",BR,Legacy note 19531,PAYPAL,2.99,2720,2,A,France,T,"3996,14",d4027f57-a598-4390-89e8-3971934484b2
VC-19532,A,03,USER 19532,"434,69",USD,N,01/31,970,9980,22,"2852,61",US,Legacy note 19532,SQUARE,4.56,5515,4,B,Portugal,C,"7363,13",09dd13b7-6664-45ea-a667-7e30d580c695
VC-19533,A,01,USER 19533,"3327,36",USD,Y,10/32,153,2763,24,"2690,68",PT,Legacy note 19533,ADYEN,2.49,8643,1,A,Spain,C,"5844,72",37d6f066-fae2-4b48-aa24-9db41509def2
VC-19534,A,02,USER 19534,"251,58",BRL,N,03/32,552,9072,4,"4912,66",BR,Legacy note 19534,PAYPAL,4.09,14167,5,B,France,T,"4600,26",8ffaf5f7-62dc-4304-b665-8a232cafb869
VC-19535,A,01,USER 19535,"5521,30",EUR,Y,06/27,922,5141,21,"332,60",FR,Legacy note 19535,SQUARE,0.90,15965,1,A,USA,C,"7517,33",966e7504-b4e8-4f57-87a4-7eeeb23d26cd
VC-19536,B,04,USER 19536,"2735,41",BRL,Y,10/29,893,5909,43,"1691,67",BR,Legacy note 19536,PAYPAL,4.37,12364,3,A,Portugal,T,"2747,99",39e475b9-f3cf-452f-870c-f0fc064bc796
VC-19537,A,05,USER 19537,"3444,69",USD,N,08/26,189,9369,42,"2897,58",BR,Legacy note 19537,SQUARE,3.31,12776,4,A,France,C,"8700,91",e6c5f844-9b0f-4499-85f2-ffef2da2dd9b
VC-19538,B,04,USER 19538,"6579,80",EUR,N,04/28,789,4389,10,"3769,38",BR,Legacy note 19538,STRIPE,2.82,15896,4,A,USA,P,"4136,91",bd067429-64cb-4ec9-988a-ac501c166a89
VC-19539,A,03,USER 19539,"1456,44",USD,Y,06/27,816,2266,28,"4899,92",FR,Legacy note 19539,ADYEN,3.01,9860,5,B,Brazil,T,"7580,11",21a16d73-55b4-4e50-b13b-3e2ef4e33e01
VC-19540,B,04,USER 19540,"7434,41",BRL,N,11/25,961,2149,18,"305,02",US,Legacy note 19540,ADYEN,2.90,953,5,A,Spain,T,"2242,06",9b34a11f-2d50-4121-bede-651c52621bf3
VC-19541,B,04,USER 19541,"1901,77",USD,N,02/26,843,1851,13,"2739,47",PT,Legacy note 19541,PAYPAL,2.99,13447,5,B,Brazil,T,"3222,56",4a4e589c-1306-4fd1-aa67-218c8f87649d
VC-19542,A,05,USER 19542,"410,18",BRL,N,10/33,166,5253,25,"738,25",PT,Legacy note 19542,PAYPAL,2.02,15932,1,A,Portugal,T,"3381,32",65e20f92-cc38-4297-89e5-ded85af22eab
