CARD_REF,STATE,BRAND_CODE,HOLDER,BALANCE_STR,ACTIVE_FLG,EXPIRY_TXT,CVV_TXT,COUNTRY_CODE,CURR,INTL_FLG,MAX_TX_DAY,MAX_TX_AMT,PROVIDER_NAME,PROVIDER_FEE,PROVIDER_LIMIT,PROVIDER_PRIORITY
VC-116992,A,03,JENNIFER BAKER,"3684,34",N,09/30,514,BR,EUR,N,12,"3042,45",ADYEN,3.54,87584,2
VC-116993,A,04,JORGE RICE,"1257,14",N,12/30,659,ES,BRL,Y,16,"1549,20",PAYPAL,2.34,51353,1
VC-116994,B,03,MICHAEL BUTLER,"1870,30",Y,04/30,289,PT,EUR,Y,26,"3340,61",ADYEN,1.74,88583,1
VC-116995,A,05,KEVIN WALLACE,"1748,87",Y,03/29,876,BR,BRL,N,13,"4994,40",SQUARE,1.02,76568,5
VC-116996,A,02,CONNIE RODRIGUEZ,"2800,65",Y,05/24,515,PT,BRL,Y,39,"2625,30",SQUARE,2.00,88460,1
VC-116997,B,01,JOHN CAIN,"996,27",Y,01/29,517,BR,USD,Y,21,"454,49",PAYPAL,4.86,53576,3
VC-116998,A,02,JASON BOYD,"277,98",N,02/28,913,ES,BRL,N,44,"3660,55",PAYPAL,2.39,28461,4
VC-116999,B,03,JASON THOMPSON,"2588,08",Y,12/25,702,ES,USD,Y,42,"990,84",PAYPAL,3.92,99507,4
VC-117000,B,01,JENNIFER PORTER,"4038,28",N,06/27,207,BR,USD,Y,36,"3898,22",STRIPE,0.50,16389,1
VC-117001,B,05,MICHAEL MIRANDA,"1727,70",Y,06/25,434,BR,BRL,Y,46,"2386,31",ADYEN,3.49,58601,5
VC-117002,A,03,SCOTT GALLOWAY,"1021,56",N,05/26,858,US,BRL,N,4,"1771,82",SQUARE,4.92,63044,4
VC-117003,B,05,DUSTIN FROST,"3767,04",Y,02/28,647,ES,EUR,N,50,"2256,90",PAYPAL,1.58,55948,2
VC-117004,A,05,NATHAN GORDON,"124,34",N,10/30,666,US,EUR,Y,14,"3882,10",ADYEN,4.39,85122,4
VC-117005,A,05,JULIE BARBER,"3699,14",Y,01/30,325,PT,USD,Y,21,"2857,29",PAYPAL,3.72,44110,4
VC-117006,B,03,CLAUDIA ROBERTS,"3546,48",N,09/28,688,PT,USD,Y,11,"2438,13",ADYEN,3.41,31867,1
VC-117007,B,03,MISS MONICA RUSSELL,"4326,64",Y,01/25,721,ES,EUR,Y,27,"448,24",SQUARE,4.31,42143,2
VC-117008,A,02,SABRINA HART,"3452,02",Y,08/28,218,PT,EUR,Y,8,"1470,79",STRIPE,2.11,67576,4
VC-117009,B,01,LISA WILLIAMS,"2302,76",N,09/28,240,PT,USD,Y,24,"622,32",ADYEN,0.82,24578,5
VC-117010,B,01,CHRISTINA BROOKS,"3134,75",N,07/24,324,ES,EUR,N,14,"773,11",ADYEN,2.00,59184,5
VC-117011,B,05,ASHLEY RILEY,"1182,76",Y,06/29,554,PT,BRL,Y,1,"808,18",STRIPE,3.57,55915,5
VC-117012,B,05,JERRY LINDSEY,"507,35",N,02/30,414,PT,BRL,Y,9,"4097,31",ADYEN,4.04,82186,2
VC-117013,B,03,THOMAS MOORE,"1056,82",Y,02/27,379,PT,EUR,Y,39,"255,88",SQUARE,3.78,59409,3
VC-117014,A,04,EVAN ZAMORA,"4576,63",Y,03/24,627,ES,BRL,N,13,"2990,44",STRIPE,1.65,67312,2
VC-117015,B,04,THEODORE GUZMAN,"1958,01",Y,09/30,537,BR,USD,N,45,"3354,93",PAYPAL,4.18,28347,5
VC-117016,B,02,DANIEL MCCULLOUGH,"534,55",Y,05/30,503,ES,EUR,Y,46,"3820,04",STRIPE,4.08,44590,1
VC-117017,A,03,JULIA FRENCH,"2942,86",N,09/25,486,ES,USD,Y,47,"3420,17",SQUARE,3.10,48681,4
VC-117018,B,01,LATOYA MARTINEZ,"1836,28",N,06/28,734,BR,BRL,N,15,"3861,54",STRIPE,1.63,35617,5
VC-117019,A,05,TIFFANY WONG,"567,36",Y,01/26,649,BR,USD,Y,41,"359,52",PAYPAL,1.01,35854,2
VC-117020,A,05,CINDY REYNOLDS,"383,44",N,01/29,408,ES,USD,N,11,"1850,22",STRIPE,2.51,3193,3
VC-117021,B,01,ELIZABETH MCBRIDE,"307,46",N,04/29,128,ES,USD,N,22,"4477,59",SQUARE,0.85,1915,2
VC-117022,B,05,KYLE NGUYEN,"2491,02",Y,08/28,143,ES,USD,N,14,"4766,56",PAYPAL,4.60,12684,1
VC-117023,B,05,MARIA MAYS,"676,12",N,11/30,812,ES,BRL,Y,30,"846,93",SQUARE,2.52,4420,3
VC-117024,B,05,SARA HARMON,"2091,70",Y,08/29,733,US,BRL,N,2,"992,58",PAYPAL,3.86,70111,4
VC-117025,A,05,RICHARD BELL DDS,"3087,16",Y,10/29,869,ES,EUR,Y,43,"3539,50",SQUARE,4.39,2524,1
VC-117026,B,01,BRIAN ROBINSON,"727,77",Y,05/28,772,US,BRL,Y,1,"588,66",PAYPAL,1.64,49599,3
VC-117027,A,04,WILLIAM BECK,"704,20",N,11/27,926,US,EUR,N,34,"3352,56",STRIPE,3.55,54343,1
VC-117028,A,03,MELISSA ANTHONY,"4180,96",N,03/24,762,BR,EUR,N,24,"2288,95",PAYPAL,1.60,24549,3
VC-117029,A,05,MELISSA HARDY,"4031,47",Y,07/27,340,BR,BRL,Y,1,"2191,13",STRIPE,3.48,68160,1
VC-117030,B,03,RYAN MANN,"4780,29",N,08/26,758,ES,USD,N,20,"2201,96",ADYEN,1.30,66948,5
VC-117031,B,02,TAYLOR BONILLA,"782,51",Y,06/24,124,US,EUR,Y,14,"4922,28",ADYEN,3.14,4067,5
VC-117032,A,02,BENJAMIN EDWARDS,"1407,02",Y,04/30,261,BR,BRL,Y,27,"2156,91",PAYPAL,4.23,58744,1
VC-117033,B,04,KAYLA ROSE,"803,05",N,08/25,750,PT,EUR,Y,2,"3017,41",PAYPAL,3.53,75281,2
VC-117034,B,02,MICHELLE DICKERSON,"1524,61",N,05/29,848,ES,USD,N,21,"3290,87",ADYEN,4.49,16219,4
VC-117035,B,05,KEVIN CRANE,"438,41",N,09/27,899,US,USD,Y,37,"4632,16",SQUARE,3.61,57943,1
VC-117036,B,03,SCOTT WALSH,"2138,01",N,07/30,163,ES,EUR,Y,30,"1826,18",STRIPE,3.61,58619,4
VC-117037,B,01,MARIA DURHAM,"4415,24",N,08/28,694,US,USD,N,7,"1578,83",PAYPAL,3.07,64596,1
VC-117038,B,02,TODD BUTLER,"3505,49",N,07/26,454,PT,USD,N,20,"455,75",ADYEN,3.46,20247,4
VC-117039,A,03,JENNIFER JONES,"2627,46",N,10/28,433,BR,USD,N,32,"2667,94",PAYPAL,4.90,33085,1
VC-117040,B,02,JAMES WILLIAMS,"649,64",Y,12/27,861,ES,BRL,Y,12,"3010,15",STRIPE,4.49,3235,5
VC-117041,A,02,MICHAEL WALKER,"1193,01",Y,09/28,311,US,USD,Y,26,"2867,01",PAYPAL,4.67,19392,4
VC-117042,B,04,ANTHONY ADAMS,"3264,15",Y,02/30,497,BR,EUR,Y,37,"3627,76",PAYPAL,2.69,25494,2
VC-117043,B,03,ERIN SMITH,"1989,40",N,05/28,797,PT,USD,Y,6,"730,14",PAYPAL,4.43,2887,3
VC-117044,B,04,DEANNA JOHNSON,"3786,59",N,08/28,728,BR,USD,N,42,"521,69",STRIPE,2.28,10325,5
VC-117045,B,02,NOAH MOODY,"1046,85",N,02/26,689,US,BRL,Y,20,"3030,27",STRIPE,2.20,89223,1
VC-117046,B,03,ANDREW WILSON,"3955,06",Y,05/30,430,ES,USD,N,2,"1174,78",ADYEN,3.29,29282,4
VC-117047,A,02,CHRISTOPHER MARTIN,"4039,09",N,01/28,825,ES,BRL,Y,33,"587,05",ADYEN,2.14,17837,3
VC-117048,A,02,KRISTINA WILSON,"3,71",N,03/24,390,PT,EUR,N,43,"3451,39",STRIPE,1.29,41508,1
VC-117049,A,01,TERESA EVANS,"750,88",Y,10/29,326,BR,USD,N,7,"3619,46",ADYEN,2.09,84515,5
VC-117050,A,02,TERRY MATHEWS,"3861,60",N,07/24,255,US,USD,N,12,"2986,19",PAYPAL,1.81,36100,4
VC-117051,A,02,EDWARD PITTMAN,"4178,40",Y,03/30,986,ES,EUR,Y,28,"2763,41",PAYPAL,2.85,56392,5
VC-117052,B,05,CHRISTIAN COOK,"3590,69",N,11/30,146,BR,USD,Y,31,"1700,01",SQUARE,4.93,66559,2
VC-117053,B,03,KAITLYN WONG,"4956,19",Y,12/25,893,ES,EUR,Y,31,"4666,49",STRIPE,3.10,25960,2
VC-117054,A,04,REGINALD ROBINSON,"698,04",N,08/24,681,ES,USD,N,14,"4956,03",STRIPE,2.43,34181,4
VC-117055,A,04,MARY ALLEN,"3023,00",N,05/26,439,BR,USD,Y,21,"3442,86",STRIPE,1.66,48847,2
VC-117056,B,02,SHERRI CONTRERAS,"635,97",Y,02/28,663,ES,BRL,N,49,"2421,35",SQUARE,4.66,98359,3
VC-117057,B,03,KEVIN WATSON,"3529,88",N,08/25,831,ES,BRL,Y,3,"3463,93",ADYEN,3.65,70332,2
VC-117058,B,04,JILL SANCHEZ,"1866,05",Y,01/30,273,BR,EUR,N,49,"4124,22",STRIPE,2.68,89633,4
VC-117059,A,03,JACOB WRIGHT,"1328,32",Y,12/30,810,BR,BRL,Y,28,"2330,28",STRIPE,0.94,45783,5
VC-117060,A,02,MELISSA DUNCAN,"994,63",Y,06/24,811,BR,EUR,N,46,"2328,57",STRIPE,2.46,8871,2
VC-117061,A,05,SANDRA BROWN,"2373,51",Y,09/26,988,BR,EUR,Y,48,"614,50",PAYPAL,3.25,24618,2
VC-117062,B,01,ROBERT WHITE,"334,60",N,12/26,875,PT,USD,Y,44,"3379,79",PAYPAL,4.29,63153,2
VC-117063,A,02,ERIN WHITE,"1637,02",Y,04/28,485,US,BRL,N,37,"1360,89",SQUARE,0.74,14216,2
VC-117064,B,01,CYNTHIA LEE,"4289,64",N,08/30,470,BR,BRL,Y,44,"4791,80",PAYPAL,2.06,2166,1
VC-117065,A,05,DANIEL BROOKS,"4312,93",Y,11/25,699,ES,EUR,Y,49,"1572,16",ADYEN,4.07,21112,2
VC-117066,B,02,MATTHEW NGUYEN,"2521,68",Y,04/24,838,PT,BRL,Y,33,"3048,85",PAYPAL,4.30,64166,4
VC-117067,B,03,TERRI RAMIREZ,"4566,95",Y,09/25,342,BR,USD,Y,49,"2615,67",ADYEN,4.22,14630,4
VC-117068,B,04,JARED CHAVEZ,"3761,21",N,04/28,208,BR,EUR,N,8,"2603,68",PAYPAL,2.31,85550,3
VC-117069,A,05,ANGELA KELLER,"1270,66",N,10/24,917,US,USD,N,2,"4738,89",ADYEN,4.57,78308,2
VC-117070,B,04,PAUL BARNES,"4125,01",N,11/30,950,US,USD,N,24,"4822,81",PAYPAL,1.48,75902,4
VC-117071,B,04,EMILY DUFFY,"2118,11",Y,02/29,140,US,EUR,N,46,"2974,31",STRIPE,3.40,31801,4
VC-117072,A,04,SAMANTHA ALLEN,"4051,33",N,12/29,467,ES,USD,N,37,"3507,73",SQUARE,3.73,94668,1
VC-117073,B,04,VICTORIA WOLF,"185,38",N,12/26,811,ES,USD,N,32,"3155,61",STRIPE,1.54,77959,3
VC-117074,B,05,TAMMY BAKER,"346,32",N,10/28,489,ES,BRL,Y,23,"1958,07",PAYPAL,0.88,63364,1
VC-117075,B,01,PAUL BURGESS,"238,49",Y,07/24,670,US,USD,N,35,"1473,75",SQUARE,2.89,81264,1
VC-117076,B,02,ERIN BELL,"1732,18",Y,11/30,386,ES,EUR,Y,13,"893,25",STRIPE,3.52,12796,4
VC-117077,B,01,DOUGLAS HOWARD,"1354,65",Y,12/29,815,BR,USD,Y,49,"598,68",SQUARE,0.53,30446,2
VC-117078,A,01,JAMES BARTON,"2752,37",N,05/29,146,US,USD,N,11,"412,88",PAYPAL,1.23,6790,3
VC-117079,A,01,BRYAN MARTIN,"2081,57",N,08/30,931,US,BRL,Y,20,"4653,70",PAYPAL,1.97,96211,3
VC-117080,B,01,ANGELICA JOSEPH,"3630,44",Y,02/26,666,ES,BRL,N,16,"2797,89",SQUARE,3.56,86755,5
VC-117081,B,01,STEPHEN MCGEE,"2854,87",N,03/25,811,BR,USD,Y,10,"1690,25",ADYEN,1.26,4982,2
VC-117082,B,03,CATHERINE MARTIN,"2153,67",Y,03/26,330,PT,BRL,N,50,"4926,42",ADYEN,1.72,41808,1
VC-117083,A,04,JEREMY PERKINS,"1898,83",Y,08/30,420,US,USD,Y,43,"3942,23",STRIPE,2.22,25465,4
VC-117084,A,04,BONNIE ROWE,"2494,74",Y,09/30,251,BR,USD,N,35,"2577,77",SQUARE,3.89,95601,1
VC-117085,A,01,MARIA SMITH,"3677,14",Y,04/26,751,BR,BRL,N,18,"534,07",SQUARE,3.11,8342,1
VC-117086,A,04,RONALD MATTHEWS,"9,11",Y,02/28,613,PT,EUR,N,20,"4527,68",PAYPAL,2.96,27247,5
VC-117087,B,05,BRETT YOUNG,"2473,13",N,11/30,660,US,USD,N,1,"2332,59",ADYEN,2.51,44822,5
VC-117088,B,05,ANTHONY BROCK,"2768,93",Y,05/25,736,ES,BRL,N,18,"1931,92",STRIPE,3.44,13170,5
VC-117089,B,02,LORI ARIAS MD,"1171,99",Y,01/28,680,US,EUR,N,18,"4731,91",ADYEN,2.04,40596,4
VC-117090,B,01,HENRY PAUL,"1785,06",Y,08/25,250,ES,BRL,Y,46,"2129,19",ADYEN,2.51,60817,3
VC-117091,B,01,JERRY BARNETT,"245,03",N,11/24,969,BR,EUR,Y,4,"2256,91",ADYEN,1.42,91293,1
VC-117092,A,05,MARC LOPEZ,"3845,13",N,08/25,213,PT,EUR,N,25,"1991,48",STRIPE,3.16,64987,4
VC-117093,B,03,JACOB LARSON,"2701,48",N,06/29,683,US,USD,Y,40,"3177,20",ADYEN,3.82,34086,5
VC-117094,B,01,PAUL RUBIO,"1010,84",N,11/26,611,BR,USD,Y,23,"4277,14",SQUARE,1.00,67827,2
VC-117095,B,02,KEVIN SMITH,"1801,43",Y,11/24,784,BR,USD,N,45,"3694,27",SQUARE,3.11,84693,5
VC-117096,B,04,JENNIFER NELSON,"4122,60",N,06/26,534,PT,EUR,N,42,"1743,06",PAYPAL,1.75,76795,4
VC-117097,B,04,PATRICK BOYD MD,"3002,62",Y,03/28,454,US,BRL,Y,20,"4034,73",SQUARE,4.71,76137,2
VC-117098,B,02,JODY BARBER,"3161,55",Y,08/30,731,BR,USD,N,15,"3918,14",PAYPAL,2.29,18589,3
VC-117099,A,03,KEVIN MONTGOMERY,"2797,05",Y,12/26,224,US,USD,Y,12,"4544,63",PAYPAL,0.59,72850,5
VC-117100,B,01,BARBARA JOHNSON,"1274,91",N,04/25,853,US,EUR,N,36,"2369,77",ADYEN,2.49,9475,1
VC-117101,B,04,SHARON BAILEY,"1435,86",Y,04/30,884,US,USD,N,13,"4688,61",PAYPAL,4.20,46460,5
VC-117102,B,05,NICOLAS FISHER MD,"3625,93",N,03/28,261,US,BRL,N,12,"3190,19",ADYEN,3.26,26752,1
VC-117103,B,03,LINDSEY SMITH,"3750,84",Y,12/30,304,BR,USD,Y,32,"4783,63",ADYEN,4.43,8617,2
VC-117104,A,02,BRIANNA COOPER,"3851,11",N,11/28,184,BR,EUR,N,13,"3712,12",PAYPAL,3.17,8955,4
VC-117105,A,04,FRANK HALL,"3968,59",N,07/30,921,US,EUR,N,43,"1388,00",SQUARE,3.50,33153,3
VC-117106,A,04,KIMBERLY KELLY,"480,61",N,04/29,346,BR,BRL,Y,12,"2124,35",PAYPAL,0.93,74331,5
VC-117107,A,01,ELIZABETH ANDERSON,"3937,65",Y,04/28,343,BR,EUR,N,40,"4261,10",STRIPE,4.07,20814,1
VC-117108,A,04,DEBORAH VELASQUEZ,"2901,07",Y,04/27,117,PT,USD,N,48,"573,17",ADYEN,1.83,90677,2
VC-117109,A,05,BRIAN DAVIS,"3432,02",N,07/28,264,ES,EUR,Y,16,"611,76",STRIPE,3.88,7473,1
VC-117110,A,01,MELISSA ROBERTS,"736,12",Y,12/28,356,ES,EUR,Y,7,"4506,56",ADYEN,2.44,93203,2
VC-117111,B,04,DENNIS WALKER,"3737,20",Y,03/25,324,PT,BRL,Y,14,"2802,53",STRIPE,4.72,98486,3
VC-117112,A,02,AMBER HILL,"1254,88",N,10/25,319,BR,EUR,N,46,"3558,45",PAYPAL,2.35,46625,1
VC-117113,B,02,WENDY ROBERTSON,"3516,20",Y,02/25,708,US,EUR,Y,19,"2969,93",STRIPE,2.50,84188,1
VC-117114,B,05,AMANDA MILLER,"719,81",Y,06/25,667,ES,EUR,N,37,"2923,66",ADYEN,4.72,84873,2
VC-117115,B,03,BROOKE HOWARD,"4836,91",N,11/27,144,ES,USD,Y,24,"1866,83",STRIPE,2.45,20882,3
VC-117116,A,02,ROBERT HOWELL,"4301,30",N,09/27,424,ES,BRL,Y,47,"4165,45",STRIPE,1.01,64298,5
VC-117117,A,04,BRIAN SULLIVAN,"664,74",N,02/24,448,BR,USD,N,33,"536,85",STRIPE,3.84,61996,5
VC-117118,A,01,GABRIEL HOLLOWAY,"2911,99",Y,02/25,979,BR,USD,Y,5,"557,78",PAYPAL,3.36,51601,3
VC-117119,A,01,JAMIE BENDER PHD,"823,33",N,05/26,211,BR,EUR,Y,1,"4849,84",STRIPE,3.44,4708,2
VC-117120,A,03,ANDREW ROBINSON,"636,44",Y,08/27,314,ES,USD,Y,33,"2012,33",ADYEN,4.16,47585,4
VC-117121,A,03,LUCAS JACKSON,"4791,20",Y,05/27,794,US,EUR,Y,43,"127,42",SQUARE,2.53,70824,4
VC-117122,A,01,GERALD BAUER,"366,92",Y,06/25,562,PT,USD,Y,42,"3854,89",ADYEN,3.29,9629,2
VC-117123,B,05,CHERYL STEWART,"774,98",N,07/29,509,US,EUR,N,3,"3936,44",PAYPAL,1.92,96519,3
VC-117124,A,04,CHERYL MELENDEZ,"57,59",N,08/25,403,PT,USD,N,50,"903,02",PAYPAL,4.48,62524,2
VC-117125,B,01,FERNANDO MILLER,"3288,72",N,06/26,513,US,EUR,Y,49,"2990,05",PAYPAL,3.75,94863,4
VC-117126,B,01,NICOLE WHITNEY,"3041,73",N,10/24,652,PT,BRL,Y,38,"2618,21",SQUARE,0.80,21526,5
VC-117127,A,02,DEREK WHITEHEAD,"958,06",Y,08/28,877,PT,USD,N,22,"188,97",SQUARE,0.93,80414,4
VC-117128,A,02,JAMES BAILEY MD,"1664,27",Y,12/24,770,ES,EUR,Y,6,"3239,02",PAYPAL,1.11,84104,4
VC-117129,B,01,DEBBIE STAFFORD,"321,64",N,02/27,916,ES,USD,N,37,"3128,05",ADYEN,1.63,34074,5
VC-117130,B,05,ROBERTO WILLIAMS,"867,83",N,01/29,655,US,EUR,N,44,"4727,47",ADYEN,3.83,41670,3
VC-117131,B,04,HOLLY CASTILLO,"1088,87",N,04/27,431,BR,EUR,N,38,"3071,99",ADYEN,2.73,90691,5
VC-117132,A,02,MATTHEW RODRIGUEZ,"1575,23",N,07/29,791,ES,USD,Y,11,"1017,03",ADYEN,4.33,99529,3
VC-117133,B,03,MOLLY HOLMES,"1857,60",Y,09/30,987,US,BRL,Y,43,"1576,70",PAYPAL,4.84,61943,4
VC-117134,B,05,MR. DUSTIN JOSEPH,"1160,11",N,07/24,566,PT,BRL,N,4,"4240,22",STRIPE,0.71,80031,4
VC-117135,B,02,MRS. SHANNON PACHECO,"202,51",Y,10/27,955,BR,EUR,Y,48,"3908,47",PAYPAL,3.38,65395,3
VC-117136,B,02,CARL HOLT,"3083,81",Y,11/30,568,PT,EUR,Y,46,"2946,61",PAYPAL,4.31,18341,1
VC-117137,B,05,CASEY EDWARDS,"4096,22",N,08/27,653,ES,BRL,N,46,"4806,09",SQUARE,4.40,23413,1
VC-117138,B,05,ANGELA RILEY,"4874,03",Y,05/30,494,PT,BRL,N,2,"2255,77",SQUARE,2.05,14285,2
VC-117139,A,05,NATHANIEL BELL,"288,06",Y,02/24,904,BR,EUR,Y,12,"296,77",STRIPE,2.32,79408,3
VC-117140,A,04,JOSEPH WRIGHT DDS,"2111,45",N,03/24,113,PT,USD,Y,48,"1337,91",STRIPE,0.96,87191,5
VC-117141,B,01,NICOLE HARRIS,"2581,29",N,03/28,215,PT,EUR,N,26,"2101,90",SQUARE,4.68,78060,3
VC-117142,A,02,KIMBERLY HESS,"3887,14",Y,11/26,636,ES,EUR,N,26,"1788,32",PAYPAL,1.78,68007,4
VC-117143,A,04,JENNIFER QUINN,"3878,10",N,02/27,407,US,USD,Y,46,"4686,41",ADYEN,3.90,78690,5
VC-117144,B,02,JOHN JOHNSON,"851,31",N,10/25,764,PT,EUR,Y,4,"4232,44",PAYPAL,2.99,77267,5
VC-117145,B,05,KATHERINE WILLIAMS,"14,38",Y,05/25,566,US,EUR,N,38,"1370,50",PAYPAL,2.86,29660,2
VC-117146,B,01,JULIA CARTER,"1871,05",N,08/30,507,BR,USD,N,34,"101,65",PAYPAL,2.71,93106,1
VC-117147,A,01,DR. JILL TERRELL,"3495,68",N,04/27,836,BR,BRL,Y,7,"314,28",ADYEN,1.39,5511,5
VC-117148,A,05,ANDREA MARTIN,"468,97",Y,10/25,486,US,USD,N,49,"3412,63",SQUARE,4.75,25560,5
VC-117149,A,05,TAYLOR MORGAN,"3570,09",Y,04/24,132,BR,USD,N,22,"254,87",PAYPAL,3.18,21504,3
VC-117150,B,02,PATRICK SAMPSON,"4505,95",N,06/24,610,US,EUR,Y,32,"1446,31",ADYEN,2.08,96683,3
VC-117151,B,05,MELISSA HARTMAN,"690,33",N,11/27,502,BR,USD,Y,17,"376,41",STRIPE,3.50,30461,5
VC-117152,B,02,JAMES GREENE,"449,78",Y,01/30,776,US,BRL,Y,2,"4155,87",ADYEN,3.46,72142,1
VC-117153,A,04,DANIEL SMITH,"629,84",N,04/26,741,BR,BRL,Y,9,"2534,01",ADYEN,2.19,40773,4
VC-117154,A,04,DESTINY GARCIA,"4488,32",Y,10/30,837,PT,BRL,Y,49,"476,88",SQUARE,1.70,90273,1
VC-117155,A,04,DOMINIC SMITH,"1612,70",Y,08/25,865,ES,USD,N,5,"1779,13",ADYEN,3.78,33254,4
VC-117156,B,01,BRYAN CALDWELL,"128,47",Y,12/27,187,ES,EUR,N,45,"1886,31",STRIPE,4.71,79687,5
VC-117157,A,01,TIM HOUSE,"1393,41",Y,04/29,266,BR,BRL,N,28,"2573,48",SQUARE,2.11,4102,2
VC-117158,B,02,TYLER WHITE,"4404,21",Y,10/30,696,BR,BRL,Y,50,"726,13",STRIPE,3.31,64713,5
VC-117159,A,03,BRUCE WERNER,"4512,61",N,11/30,527,US,USD,N,21,"2797,07",STRIPE,0.88,72927,3
VC-117160,B,02,KAREN FLETCHER,"2506,23",Y,01/26,727,ES,EUR,Y,50,"1424,28",PAYPAL,3.93,89292,4
VC-117161,A,03,SHEILA WILLIAMS,"4119,56",N,02/25,564,BR,BRL,N,4,"405,49",PAYPAL,3.84,56910,3
VC-117162,B,02,EDWIN NEWTON,"4921,98",Y,12/28,531,BR,BRL,N,48,"1927,72",STRIPE,1.16,37495,2
VC-117163,B,02,KENNETH HERRERA,"4523,90",Y,01/30,899,PT,EUR,N,6,"2573,70",ADYEN,1.26,6163,2
VC-117164,A,03,KIMBERLY BOONE,"340,05",N,01/25,244,US,EUR,Y,41,"1421,26",STRIPE,0.51,18296,4
VC-117165,B,02,KELLY MATHIS,"142,19",Y,09/25,244,BR,USD,N,49,"3761,11",STRIPE,1.66,43636,3
VC-117166,B,02,JEFFREY MITCHELL,"4031,15",N,06/28,101,ES,EUR,N,25,"1261,36",PAYPAL,4.06,4833,1
VC-117167,A,05,ASHLEY ALVARADO,"16,15",N,08/27,577,US,EUR,N,44,"2468,45",SQUARE,1.46,24342,2
VC-117168,A,03,JENNIFER OCONNOR,"1504,12",N,08/28,651,US,USD,Y,11,"4420,48",SQUARE,3.64,12631,3
VC-117169,B,01,RICHARD CHAVEZ,"4154,96",Y,08/29,630,US,BRL,N,22,"2229,67",SQUARE,1.39,76212,2
VC-117170,A,01,ANTONIO ARMSTRONG,"4481,24",N,04/25,375,PT,BRL,N,18,"867,27",ADYEN,1.68,56138,2
VC-117171,A,01,NINA BLEVINS,"2502,29",Y,11/29,207,PT,USD,N,2,"1002,92",SQUARE,0.65,64229,5
VC-117172,B,03,BRIANA LUNA,"4388,75",Y,03/28,487,ES,BRL,Y,38,"3669,15",ADYEN,4.66,9983,4
VC-117173,A,03,JULIE MOODY,"4998,70",Y,04/27,762,BR,BRL,Y,27,"3174,17",STRIPE,3.66,44103,3
VC-117174,A,02,KEITH GALLAGHER,"1394,88",N,04/29,603,US,BRL,N,40,"4499,78",PAYPAL,4.55,78084,1
VC-117175,A,05,CHRISTIAN JORDAN,"1401,21",Y,12/24,427,BR,BRL,N,26,"3864,08",SQUARE,4.21,87667,5
VC-117176,B,01,DENNIS MILLER,"3631,58",N,04/27,509,BR,USD,Y,31,"1747,37",STRIPE,1.67,67370,3
VC-117177,A,04,MATTHEW CLARK,"646,39",N,08/24,799,ES,EUR,Y,46,"4423,11",SQUARE,3.11,48685,3
VC-117178,B,04,RYAN SMITH,"579,80",N,01/28,547,US,EUR,N,10,"3482,37",SQUARE,2.40,37243,3
VC-117179,B,03,STEPHANIE DAVIS,"158,25",N,07/26,121,ES,EUR,Y,7,"2560,15",STRIPE,3.56,44215,4
VC-117180,B,03,YOLANDA GONZALEZ,"494,43",Y,10/28,499,ES,USD,Y,26,"1979,28",STRIPE,1.13,54024,4
VC-117181,A,04,JESSICA LOWE,"1456,06",N,04/30,243,BR,EUR,N,45,"4802,63",STRIPE,2.72,91436,1
VC-117182,A,05,CARRIE GONZALEZ,"4579,19",N,10/30,844,BR,USD,N,41,"1937,69",STRIPE,2.43,69588,3
VC-117183,B,01,REBECCA MAYER,"3749,68",N,11/30,966,ES,USD,N,39,"2171,26",STRIPE,4.47,62555,3
VC-117184,A,05,PAULA KING,"1479,33",N,10/29,790,PT,EUR,Y,22,"2812,63",STRIPE,4.77,26331,5
VC-117185,A,04,SEAN CAMERON,"1354,36",Y,01/26,523,US,EUR,Y,16,"3669,42",PAYPAL,2.61,58364,1
VC-117186,B,02,JOANNE BUCHANAN,"4642,28",Y,06/25,164,PT,EUR,Y,27,"3569,53",SQUARE,0.73,51704,5
VC-117187,B,04,TRACY REID,"496,49",N,05/24,619,BR,EUR,Y,44,"1132,13",STRIPE,4.08,42030,1
VC-117188,A,01,PATRICIA MARTINEZ,"1400,29",Y,12/29,418,ES,USD,Y,45,"1258,33",SQUARE,1.97,91231,5
VC-117189,A,03,JULIE STUART,"3084,91",N,05/25,784,ES,EUR,N,40,"4386,40",ADYEN,2.31,51258,2
VC-117190,A,05,PAMELA JORDAN,"3445,48",N,06/24,474,ES,EUR,Y,50,"2754,01",ADYEN,1.58,88061,2
VC-117191,B,01,CAROLYN BOWMAN,"840,99",Y,03/27,919,US,EUR,N,44,"588,65",SQUARE,4.12,43040,3
VC-117192,A,04,RONALD QUINN,"3162,32",N,08/30,577,ES,EUR,N,9,"3782,30",STRIPE,2.29,86043,1
VC-117193,B,05,ANDREW TURNER,"1981,76",Y,08/24,984,US,BRL,Y,11,"2283,24",STRIPE,4.31,66252,1
VC-117194,A,02,BRYAN TRAVIS,"3990,57",Y,07/25,720,PT,EUR,Y,25,"2764,58",PAYPAL,2.84,8010,1
VC-117195,A,04,NICOLE JONES,"4488,90",N,05/28,284,PT,BRL,Y,30,"1738,94",STRIPE,4.55,87493,1
VC-117196,B,04,JEREMY DENNIS,"3002,53",Y,03/28,562,BR,BRL,N,15,"2032,61",STRIPE,0.54,46225,4
